Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2019-08-02T00:00:00.000,JEEP,4D,,BLU,Q410724,IL,10300 S. Doty,(773) 568-8495,2882701
2019-08-02T00:00:00.000,JEEP,LL,,SIL,BF43445,IL,701 N. Sacramento,(773) 265-7605,6965280
2019-08-02T00:00:00.000,JEEP,LL,,BLK,Z721073,IL,10300 S. Doty,(773) 568-8495,2882649
2019-08-02T00:00:00.000,JEEP,LL,,BLU,L493859,IL,10300 S. Doty,(773) 568-8495,2882713
2019-08-02T00:00:00.000,KAWK,MC,,GRN,EU9466,IL,701 N. Sacramento,(773) 265-7605,6965256
2019-08-02T00:00:00.000,KIA,4D,,SIL,BE57718,IL,701 N. Sacramento,(773) 265-7605,6965273
2019-08-02T00:00:00.000,KIA,4T,,BLU,CA0288,CO,701 N. Sacramento,(773) 265-7605,6965219
2019-08-02T00:00:00.000,KIA,LL,,WHI,Z422372,IL,10300 S. Doty,(773) 568-8495,2882673
2019-08-02T00:00:00.000,LEXS,4D,,SIL,AT51348,IL,701 N. Sacramento,(773) 265-1846,1539043
2019-08-02T00:00:00.000,LINC,LL,TK,WHI,,IL,10300 S. Doty,(773) 568-8495,2882705
2019-08-02T00:00:00.000,MERC,4D,,BLK,ABH6545,WI,10300 S. Doty,(773) 568-8495,2882662
2019-08-02T00:00:00.000,MERC,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2882672
2019-08-02T00:00:00.000,MERZ,4D,,SIL,AY91842,IL,701 N. Sacramento,(773) 265-7605,6965253
2019-08-02T00:00:00.000,MERZ,4D,,BLK,AT59242,IL,701 N. Sacramento,(773) 265-7605,6965277
2019-08-02T00:00:00.000,MERZ,4D,,GRY,AE33636,IL,701 N. Sacramento,(773) 265-7605,6965222
2019-08-02T00:00:00.000,NISS,4D,,GRY,AP51510,IL,10300 S. Doty,(773) 568-8495,2882720
2019-08-02T00:00:00.000,NISS,4D,,BLU,ZZ52861,IL,10300 S. Doty,(773) 568-8495,2882706
2019-08-02T00:00:00.000,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1719417
2019-08-02T00:00:00.000,NISS,4D,,BLK,284ZNF,WI,10300 S. Doty,(773) 568-8495,2882687
2019-08-02T00:00:00.000,NISS,4D,,RED,AS28759,IL,10300 S. Doty,(773) 568-8495,2882640
2019-08-02T00:00:00.000,NISS,4D,,GLD,BF42160,IL,701 N. Sacramento,(773) 265-1846,1539034
2019-08-02T00:00:00.000,NISS,4D,,DBL,AT62389,IL,701 N. Sacramento,(773) 265-7605,6965272
2019-08-02T00:00:00.000,NISS,4T,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6965230
2019-08-02T00:00:00.000,NISS,4T,,BGE,Q294215,IL,701 N. Sacramento,(773) 265-7605,6965212
2019-08-02T00:00:00.000,NISS,LL,,SIL,BB49670,IL,701 N. Sacramento,(773) 265-7605,6965258
2019-08-02T00:00:00.000,NISS,LL,,GRY,,IL,10300 S. Doty,(773) 785-9752,1719418
2019-08-02T00:00:00.000,NISS,LL,,SIL,BB23013,IL,10300 S. Doty,(773) 568-8495,2882691
2019-08-02T00:00:00.000,OLDS,VN,,WHI,AV53707,IL,10300 S. Doty,(773) 568-8495,2882627
2019-08-02T00:00:00.000,PONT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2882639
2019-08-02T00:00:00.000,PONT,4T,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6965221
2019-08-02T00:00:00.000,SATR,LL,,RED,BL95742,IL,400 E. Lower Wacker,(312) 744-7550,0209053
2019-08-02T00:00:00.000,SATR,LL,,BLK,AQ65786,IL,701 N. Sacramento,(773) 265-7605,6965248
2019-08-02T00:00:00.000,SUZI,LL,,SIL,00181310,IL,701 N. Sacramento,(773) 265-7605,6965246
2019-08-02T00:00:00.000,SUZI,MC,,WHI,EK2295,IL,10300 S. Doty,(773) 568-8495,2882648
2019-08-02T00:00:00.000,TOYT,4D,,SIL,T862178,IL,701 N. Sacramento,(773) 265-1846,1539042
2019-08-02T00:00:00.000,TOYT,4D,,GLD,,IL,701 N. Sacramento,(773) 265-1846,1539035
2019-08-02T00:00:00.000,TOYT,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2882626
2019-08-02T00:00:00.000,TOYT,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2882715
2019-08-02T00:00:00.000,TOYT,4D,,WHI,G327303,IL,701 N. Sacramento,(773) 265-1846,1539033
2019-08-02T00:00:00.000,TOYT,4D,,SIL,BB90545,IL,10300 S. Doty,(773) 568-8495,2882658
2019-08-02T00:00:00.000,TOYT,4D,,BLK,Z686622,IL,400 E. Lower Wacker,(312) 744-7550,0209027
2019-08-02T00:00:00.000,TOYT,4T,,BLU,658666,IL,10300 S. Doty,(773) 568-8495,2882636
2019-08-02T00:00:00.000,TOYT,4T,,TAN,Z818979,IL,10300 S. Doty,(773) 568-8495,2882635
2019-08-02T00:00:00.000,VOLK,4D,,SIL,BB15218,IL,10300 S. Doty,(773) 568-8495,2882671
2019-08-02T00:00:00.000,VOLK,4D,,BLU,BK51419,IL,10300 S. Doty,(773) 568-8495,2882702
2019-08-02T00:00:00.000,VOLK,4D,,SIL,AZ30824,IL,10300 S. Doty,(773) 568-8495,2882695
2019-08-02T00:00:00.000,VOLK,LL,,MAR,2849324,IL,701 N. Sacramento,(773) 265-1846,1539032
2019-08-02T00:00:00.000,VOLV,LL,,WHI,VANDY76,IL,400 E. Lower Wacker,(312) 744-7550,0209048
2019-08-02T00:00:00.000,,MC,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6965278
2019-08-02T00:00:00.000,,,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1539039
2019-08-01T00:00:00.000,ACUR,2D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1719414
2019-08-01T00:00:00.000,ACUR,LL,,DGR,AT58431,IL,701 N. Sacramento,(773) 265-7605,6965181
2019-08-01T00:00:00.000,BMW,4D,,SIL,Z802476,IL,10300 S. Doty,(773) 785-9752,1719415
2019-08-01T00:00:00.000,BMW,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6965189
2019-08-01T00:00:00.000,BMW,4T,,GRY,BH82793,IL,701 N. Sacramento,(773) 265-7605,6965169
2019-08-01T00:00:00.000,BUIC,4D,,SIL,AW35773,IL,10300 S. Doty,(773) 568-8495,2882613
2019-08-01T00:00:00.000,BUIC,4D,,SIL,ZX25306,IL,400 E. Lower Wacker,(312) 744-7550,0208969
2019-08-01T00:00:00.000,CADI,4D,,BLK,AD89395,IL,10300 S. Doty,(773) 568-8495,2882579
2019-08-01T00:00:00.000,CADI,PK,,BLK,BA63491,IL,10300 S. Doty,(773) 568-8495,2882608
2019-08-01T00:00:00.000,CHEV,2D,,BLK,AS87044,IL,10300 S. Doty,(773) 568-8495,2882588
2019-08-01T00:00:00.000,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2882614
2019-08-01T00:00:00.000,CHEV,4D,,SIL,AU35262,IL,10300 S. Doty,(773) 568-8495,2882589
2019-08-01T00:00:00.000,CHEV,4D,,DBL,DL5307,IL,701 N. Sacramento,(773) 265-7605,6965167
2019-08-01T00:00:00.000,CHEV,4D,,BLU,AT27807,IL,10300 S. Doty,(773) 568-8495,2882574
2019-08-01T00:00:00.000,CHEV,4D,,TAN,AR97327,IL,10300 S. Doty,(773) 568-8495,2882562
2019-08-01T00:00:00.000,CHEV,4D,,SIL,K462149,IN,10300 S. Doty,(773) 568-8495,2882545
2019-08-01T00:00:00.000,CHEV,4D,,BLU,BF17042,IL,10300 S. Doty,(773) 568-8495,2882583
2019-08-01T00:00:00.000,CHEV,4T,,SIL,ZU28105,IL,10300 S. Doty,(773) 568-8495,2882517
2019-08-01T00:00:00.000,CHEV,4T,,WHI,AY61656,IL,10300 S. Doty,(773) 568-8495,2882519
2019-08-01T00:00:00.000,CHEV,4T,,BLU,863514,IL,10300 S. Doty,(773) 568-8495,2882520
2019-08-01T00:00:00.000,CHEV,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2882543
2019-08-01T00:00:00.000,CHEV,LL,,GRY,BE71688,IL,701 N. Sacramento,(773) 265-7605,6965173
2019-08-01T00:00:00.000,CHEV,LL,,BLK,AW22947,IL,10300 S. Doty,(773) 568-8495,2882531
2019-08-01T00:00:00.000,CHEV,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6965198
2019-08-01T00:00:00.000,CHRY,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2882653
2019-08-01T00:00:00.000,CHRY,LL,,WHI,AV94311,IL,10300 S. Doty,(773) 568-8495,2882538
2019-08-01T00:00:00.000,CHRY,VN,,GLD,363229,IL,10300 S. Doty,(773) 568-8495,2882600
2019-08-01T00:00:00.000,CHRY,VN,,RED,615235,IL,10300 S. Doty,(773) 568-8495,2882548
2019-08-01T00:00:00.000,DODG,2D,,RED,AP73944,IL,10300 S. Doty,(773) 568-8495,2882601
2019-08-01T00:00:00.000,DODG,4D,,ONG,Q397811,IL,701 N. Sacramento,(773) 265-1846,1539028
2019-08-01T00:00:00.000,DODG,4D,,BLU,E790968,IL,10300 S. Doty,(773) 568-8495,2882569
2019-08-01T00:00:00.000,DODG,4D,,BLK,AV80320,IL,10300 S. Doty,(773) 568-8495,2882533
2019-08-01T00:00:00.000,DODG,4T,,BLK,BB24685,IL,10300 S. Doty,(773) 568-8495,2882554
2019-08-01T00:00:00.000,DODG,LL,TK,WHI,AZ24170,IL,10300 S. Doty,(773) 568-8495,2882513
2019-08-01T00:00:00.000,DODG,LL,,GRY,E435109,IL,10300 S. Doty,(773) 568-8495,2882598
2019-08-01T00:00:00.000,DODG,LL,,BLK,964YGA,WI,10300 S. Doty,(773) 568-8495,2882564
2019-08-01T00:00:00.000,FORD,4D,,GRY,P321588,IL,10300 S. Doty,(773) 568-8495,2882590
2019-08-01T00:00:00.000,FORD,4D,,RED,AP38357,IL,10300 S. Doty,(773) 568-8495,2882580
2019-08-01T00:00:00.000,FORD,LL,,BLK,L932442,IL,10300 S. Doty,(773) 568-8495,2882541
2019-08-01T00:00:00.000,FORD,LL,,WHI,BA30587,IL,10300 S. Doty,(773) 568-8495,2882550
2019-08-01T00:00:00.000,FORD,LL,TK,RED,AG50261,IL,10300 S. Doty,(773) 568-8495,2882547
2019-08-01T00:00:00.000,FORD,LL,,WHI,90606FF,IL,10300 S. Doty,(773) 568-8495,2882620
2019-08-01T00:00:00.000,FORD,PK,,CPR,,IL,701 N. Sacramento,(773) 265-1846,1539030
2019-08-01T00:00:00.000,GMC,4D,,MAR,924MTD,IN,10300 S. Doty,(773) 785-9752,1719412
2019-08-01T00:00:00.000,GMC,LL,TK,RED,3167800,IL,10300 S. Doty,(773) 568-8495,2882617
2019-08-01T00:00:00.000,HOND,4T,,GLD,AA80498,IL,10300 S. Doty,(773) 568-8495,2882556
2019-08-01T00:00:00.000,HOND,4T,,GRN,,,10300 S. Doty,(773) 568-8495,2882515
2019-08-01T00:00:00.000,HOND,VN,,LBL,AP25490,IL,10300 S. Doty,(773) 568-8495,2882568
2019-08-01T00:00:00.000,HOND,VN,,GLD,1482022,IN,10300 S. Doty,(773) 568-8495,2882521
2019-08-01T00:00:00.000,HYUN,4T,,BLK,BL88580,IL,10300 S. Doty,(773) 568-8495,2882514
2019-08-01T00:00:00.000,JEEP,LL,TK,GRY,BE62929,IL,701 N. Sacramento,(773) 265-7605,6965203
2019-08-01T00:00:00.000,JEEP,LL,,RED,BA23590,IL,10300 S. Doty,(773) 568-8495,2882551
2019-08-01T00:00:00.000,JEEP,LL,TK,BLK,AZ55242,IL,701 N. Sacramento,(773) 265-7605,6965202
2019-08-01T00:00:00.000,LEXS,4D,,WHI,BA46970,IL,701 N. Sacramento,(773) 265-7605,6965179
2019-08-01T00:00:00.000,LEXS,4D,,GLD,XY82110,IL,10300 S. Doty,(773) 568-8495,2882540
2019-08-01T00:00:00.000,MAZD,LL,,SIL,AF61092,IL,10300 S. Doty,(773) 568-8495,2882523
2019-08-01T00:00:00.000,MERC,LL,,RED,224962,IL,10300 S. Doty,(773) 568-8495,2882555
2019-08-01T00:00:00.000,MITS,LL,,BLK,CX8P206,TX,10300 S. Doty,(773) 568-8495,2882586
2019-08-01T00:00:00.000,NISS,4D,,RED,348276,IL,10300 S. Doty,(773) 568-8495,2882594
2019-08-01T00:00:00.000,NISS,4D,,BLU,,IL,10300 S. Doty,(773) 785-9752,1719413
2019-08-01T00:00:00.000,NISS,4D,,WHI,BB94403,IL,10300 S. Doty,(773) 568-8495,2882567
2019-08-01T00:00:00.000,NISS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2882615
2019-08-01T00:00:00.000,NISS,4D,,SIL,AV90754,IL,10300 S. Doty,(773) 568-8495,2882542
2019-08-01T00:00:00.000,NISS,4D,,BLK,BE22032,IL,10300 S. Doty,(773) 568-8495,2882602
2019-08-01T00:00:00.000,NISS,4D,,GRY,BA43881,IL,10300 S. Doty,(773) 568-8495,2882582
2019-08-01T00:00:00.000,NISS,4D,,TAN,BQ86457,IL,10300 S. Doty,(773) 568-8495,2882604
2019-08-01T00:00:00.000,NISS,4D,,BLK,7N10R2,TN,10300 S. Doty,(773) 568-8495,2882512
2019-08-01T00:00:00.000,NISS,4T,,BLU,515129,IL,10300 S. Doty,(773) 568-8495,2882518
2019-08-01T00:00:00.000,NISS,4T,,SIL,BA68186,IL,10300 S. Doty,(773) 568-8495,2882558
2019-08-01T00:00:00.000,NISS,4T,,WHI,Q874084,IL,10300 S. Doty,(773) 568-8495,2882529
2019-08-01T00:00:00.000,NISS,4T,,SIL,AW13019,IL,10300 S. Doty,(773) 568-8495,2882524
2019-08-01T00:00:00.000,NISS,4T,,BLK,705505,IL,10300 S. Doty,(773) 568-8495,2882516
2019-08-01T00:00:00.000,OLDS,4D,,PLE,971PZW,MN,701 N. Sacramento,(773) 265-7605,6965175
2019-08-01T00:00:00.000,PONT,4D,,BLK,BE23937,IL,400 E. Lower Wacker,(312) 744-7550,2882561
2019-08-01T00:00:00.000,PONT,4D,,BLK,BB27548,IL,10300 S. Doty,(773) 568-8495,2882592
2019-08-01T00:00:00.000,PONT,4D,,BLK,BF21902,IL,10300 S. Doty,(773) 568-8495,2882587
2019-08-01T00:00:00.000,PONT,4T,,SIL,BN24215,IL,10300 S. Doty,(773) 568-8495,2882511
2019-08-01T00:00:00.000,SCIO,4D,,BLK,AX26621,IL,10300 S. Doty,(773) 568-8495,2882593
2019-08-01T00:00:00.000,SUBA,4D,,WHI,R416063,IL,701 N. Sacramento,(773) 265-1846,1539029
2019-08-01T00:00:00.000,SUBA,LL,,RED,AP60244,IL,400 E. Lower Wacker,(312) 744-7550,0208998
2019-08-01T00:00:00.000,SUZI,MC,,BLK,EN3559,IL,701 N. Sacramento,(773) 265-7605,6965168
2019-08-01T00:00:00.000,TOYT,4D,,TAN,,IL,701 N. Sacramento,(773) 265-1846,1539031
2019-08-01T00:00:00.000,TOYT,4D,,WHI,Q155097,IL,10300 S. Doty,(773) 568-8495,2882544
2019-08-01T00:00:00.000,TOYT,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2882621
2019-08-01T00:00:00.000,TOYT,LL,TK,BLK,Q173755,IL,10300 S. Doty,(773) 568-8495,2882606
2019-08-01T00:00:00.000,VOLK,4T,,BLK,AR46962,IL,10300 S. Doty,(773) 568-8495,2882559
2019-08-01T00:00:00.000,VOLV,LL,TK,LBL,AN68279,IL,701 N. Sacramento,(773) 265-7605,6965171
2019-07-31T00:00:00.000,ACUR,4D,,GRY,BB53449,IL,701 N. Sacramento,(773) 265-7605,6965111
2019-07-31T00:00:00.000,AUDI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2882447
2019-07-31T00:00:00.000,AUDI,LL,,WHI,BE32429,IL,10300 S. Doty,(773) 568-8495,2882419
2019-07-31T00:00:00.000,BMW,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,6965136
2019-07-31T00:00:00.000,BUIC,4D,,BLK,AP46331,IL,10300 S. Doty,(773) 568-8495,2882429
2019-07-31T00:00:00.000,BUIC,4D,,GLD,BE17927,IL,701 N. Sacramento,(773) 265-7605,6965131
2019-07-31T00:00:00.000,CADI,4D,,WHI,AX19512,IL,10300 S. Doty,(773) 568-8495,2882483
2019-07-31T00:00:00.000,CADI,LL,,BLK,AY78766,IL,10300 S. Doty,(773) 568-8495,2882502
2019-07-31T00:00:00.000,CHEV,4D,,TAN,YKR874,IN,400 E. Lower Wacker,(312) 744-7550,0208925
2019-07-31T00:00:00.000,CHEV,4D,,SIL,BA69997,IL,10300 S. Doty,(773) 568-8495,2882487
2019-07-31T00:00:00.000,CHEV,4D,,BRO,BH87888,IL,10300 S. Doty,(773) 568-8495,2882469
2019-07-31T00:00:00.000,CHEV,4D,,BLK,BA70905,IL,10300 S. Doty,(773) 568-8495,2882458
2019-07-31T00:00:00.000,CHEV,4D,,RED,AV77428,IL,10300 S. Doty,(773) 568-8495,2882416
2019-07-31T00:00:00.000,CHEV,4D,,RED,BF40455,IL,701 N. Sacramento,(773) 265-7605,6965164
2019-07-31T00:00:00.000,CHEV,4D,,RED,AP47938,IL,10300 S. Doty,(773) 568-8495,2882465
2019-07-31T00:00:00.000,CHEV,4D,,GRY,Z346425,IL,10300 S. Doty,(773) 568-8495,2882404
2019-07-31T00:00:00.000,CHEV,4D,,TAN,AE60594,IL,701 N. Sacramento,(773) 265-7605,6965138
2019-07-31T00:00:00.000,CHEV,LL,,BLU,593483,IL,10300 S. Doty,(773) 568-8495,2882431
2019-07-31T00:00:00.000,CHEV,LL,,SIL,BA62892,IL,10300 S. Doty,(773) 568-8495,2882453
2019-07-31T00:00:00.000,CHEV,LL,,BRO,,,701 N. Sacramento,(773) 265-7605,6965156
2019-07-31T00:00:00.000,CHEV,LL,,RED,AX14875,IL,10300 S. Doty,(773) 568-8495,2882457
2019-07-31T00:00:00.000,CHEV,LL,TK,RED,04B855,MO,10300 S. Doty,(773) 568-8495,2882534
2019-07-31T00:00:00.000,CHEV,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1539025
2019-07-31T00:00:00.000,CHEV,PK,,RED,2206127B,IL,10300 S. Doty,(773) 568-8495,2882484
2019-07-31T00:00:00.000,CHRY,2D,,SIL,BB62957,IL,701 N. Sacramento,(773) 265-7605,6965145
2019-07-31T00:00:00.000,CHRY,4D,,WHI,K520045,IN,10300 S. Doty,(773) 568-8495,2882432
2019-07-31T00:00:00.000,CHRY,4D,,BLU,AT95555,IL,10300 S. Doty,(773) 568-8495,2882481
2019-07-31T00:00:00.000,CHRY,4D,,BLU,AB83536,IL,10300 S. Doty,(773) 568-8495,2882406
2019-07-31T00:00:00.000,DODG,4D,,SIL,BB18155,IL,10300 S. Doty,(773) 568-8495,2882451
2019-07-31T00:00:00.000,DODG,4D,,GRY,BE92436,IL,10300 S. Doty,(773) 568-8495,2882455
2019-07-31T00:00:00.000,DODG,4D,,,BE58451,IL,10300 S. Doty,(773) 568-8495,2882463
2019-07-31T00:00:00.000,DODG,4D,,BLK,USF7138,VA,10300 S. Doty,(773) 568-8495,2882494
2019-07-31T00:00:00.000,DODG,LL,,GRY,AY32643,IL,10300 S. Doty,(773) 568-8495,2882397
2019-07-31T00:00:00.000,DODG,PK,,SIL,974721B,IL,701 N. Sacramento,(773) 265-7605,6965104
2019-07-31T00:00:00.000,DODG,VN,,RED,183586,IL,10300 S. Doty,(773) 568-8495,2882441
2019-07-31T00:00:00.000,FORD,4D,,RED,,,10300 S. Doty,(773) 568-8495,2882480
2019-07-31T00:00:00.000,FORD,4D,,BLK,BG53641,IL,10300 S. Doty,(773) 568-8495,2882444
2019-07-31T00:00:00.000,FORD,4D,,GRN,Q614497,IL,701 N. Sacramento,(773) 265-7605,6965135
2019-07-31T00:00:00.000,FORD,4D,,GRY,Y750310,IL,10300 S. Doty,(773) 568-8495,2882405
2019-07-31T00:00:00.000,FORD,4D,,WHI,Q470772,IL,10300 S. Doty,(773) 568-8495,2882443
2019-07-31T00:00:00.000,FORD,4D,,SIL,LHLC73,FL,10300 S. Doty,(773) 568-8495,2882470
2019-07-31T00:00:00.000,FORD,4D,,BLU,AS28553,IL,10300 S. Doty,(773) 568-8495,2882440
2019-07-31T00:00:00.000,FORD,4D,,BLK,AC77652,IL,10300 S. Doty,(773) 568-8495,2882423
2019-07-31T00:00:00.000,FORD,4D,,BLU,7793625,IL,10300 S. Doty,(773) 568-8495,2882476
2019-07-31T00:00:00.000,FORD,4D,,GRN,AX21794,IL,701 N. Sacramento,(773) 265-7605,6965127
2019-07-31T00:00:00.000,FORD,LL,,BLK,803935,IL,10300 S. Doty,(773) 568-8495,2882418
2019-07-31T00:00:00.000,FORD,VN,,GLD,AH89263,IL,701 N. Sacramento,(773) 265-7605,6965114
2019-07-31T00:00:00.000,GMC,LL,,WHI,K701022,IL,701 N. Sacramento,(773) 265-7605,6965109
2019-07-31T00:00:00.000,GMC,VC,,WHI,AP37991,IL,10300 S. Doty,(773) 568-8495,2882409
2019-07-31T00:00:00.000,HOND,2D,,BLK,BN36411,IL,701 N. Sacramento,(773) 265-7605,6965155
2019-07-31T00:00:00.000,HOND,2D,,BLU,671U601,IL,701 N. Sacramento,(773) 265-1846,1539023
2019-07-31T00:00:00.000,HOND,4D,,BLK,AH89273,IL,10300 S. Doty,(773) 568-8495,2882454
2019-07-31T00:00:00.000,HOND,4D,,SIL,E357605,IL,10300 S. Doty,(773) 568-8495,2882472
2019-07-31T00:00:00.000,HOND,4D,,BLU,BD92049,IL,10300 S. Doty,(773) 568-8495,2882413
2019-07-31T00:00:00.000,HOND,4D,,GRY,N416624,IL,701 N. Sacramento,(773) 265-7605,6965160
2019-07-31T00:00:00.000,HOND,LL,,TAN,AU19481,IL,701 N. Sacramento,(773) 265-7605,6965126
2019-07-31T00:00:00.000,HOND,LL,,RED,Q463886,IL,10300 S. Doty,(773) 568-8495,2882478
2019-07-31T00:00:00.000,HOND,LL,,BLK,N416081,IL,701 N. Sacramento,(773) 265-7605,6965143
2019-07-31T00:00:00.000,HYUN,4D,,BLK,Z905907,IL,701 N. Sacramento,(773) 265-7605,6965110
2019-07-31T00:00:00.000,HYUN,4D,,WHI,614U640,IL,701 N. Sacramento,(773) 265-7605,6965117
2019-07-31T00:00:00.000,HYUN,4D,,GRY,BD90723,IL,10300 S. Doty,(773) 568-8495,2882426
2019-07-31T00:00:00.000,HYUN,4D,,PLE,AN57225,IL,10300 S. Doty,(773) 568-8495,2882407
2019-07-31T00:00:00.000,HYUN,4D,,RED,S192644,IL,10300 S. Doty,(773) 568-8495,2882509
2019-07-31T00:00:00.000,HYUN,LL,,BLU,AG85699,IL,10300 S. Doty,(773) 568-8495,2882473
2019-07-31T00:00:00.000,INFI,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2882461
2019-07-31T00:00:00.000,INFI,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6965120
2019-07-31T00:00:00.000,INFI,4D,,SIL,BB20202,IL,10300 S. Doty,(773) 568-8495,2882415
2019-07-31T00:00:00.000,JEEP,LL,,BLK,704PDR,MN,10300 S. Doty,(773) 568-8495,2882462
2019-07-31T00:00:00.000,JEEP,LL,,GLD,BN75353,IL,10300 S. Doty,(773) 568-8495,2882477
2019-07-31T00:00:00.000,JEEP,LL,,BLK,794U643,IL,701 N. Sacramento,(773) 265-7605,6965132
2019-07-31T00:00:00.000,LAND,LL,,RED,AU40932,IL,701 N. Sacramento,(773) 265-7605,6965146
2019-07-31T00:00:00.000,LEXS,4D,,SIL,AD53703,IL,701 N. Sacramento,(773) 265-7605,6965139
2019-07-31T00:00:00.000,LINC,4D,,BLK,AW18891,IL,10300 S. Doty,(773) 568-8495,282436
2019-07-31T00:00:00.000,MERC,VN,,TAN,AS85836,IL,701 N. Sacramento,(773) 265-7605,6965128
2019-07-31T00:00:00.000,MERZ,4D,,GLD,AP19319,IL,10300 S. Doty,(773) 568-8495,2882489
2019-07-31T00:00:00.000,MITS,LL,,BLK,5327AZ1,MA,701 N. Sacramento,(773) 265-1846,1539027
2019-07-31T00:00:00.000,NISS,4D,,SIL,AY36718,IL,701 N. Sacramento,(773) 265-7605,6965106
2019-07-31T00:00:00.000,NISS,4D,,TAN,BK44538,IL,400 E. Lower Wacker,(312) 744-7550,0208945
2019-07-31T00:00:00.000,NISS,4D,,GRY,HHV441,TX,10300 S. Doty,(773) 568-8495,2882446
2019-07-31T00:00:00.000,NISS,4D,,SIL,599371,IL,10300 S. Doty,(773) 568-8495,2882491
2019-07-31T00:00:00.000,NISS,4D,,GRY,ACT135,IN,400 E. Lower Wacker,(312) 744-7550,0208877
2019-07-31T00:00:00.000,NISS,4D,,RED,BA60149,IL,10300 S. Doty,(773) 568-8495,2882445
2019-07-31T00:00:00.000,NISS,VC,,GRY,BB26942,IL,10300 S. Doty,(773) 568-8495,2882428
2019-07-31T00:00:00.000,PONT,4D,,MAR,AC48386,IL,10300 S. Doty,(773) 568-8495,2882501
2019-07-31T00:00:00.000,PONT,4D,,BLK,Z730853,IL,10300 S. Doty,(773) 568-8495,2882490
2019-07-31T00:00:00.000,PONT,VN,,TAN,HMW384,IA,10300 S. Doty,(773) 568-8495,2882422
2019-07-31T00:00:00.000,SATO,4D,,BLU,BE75299,IL,10300 S. Doty,(773) 568-8495,2882434
2019-07-31T00:00:00.000,SATR,LL,,SIL,AH31092,IL,10300 S. Doty,(773) 568-8495,2882497
2019-07-31T00:00:00.000,SATR,LL,,BLU,R760861,IL,701 N. Sacramento,(773) 265-1846,1539026
2019-07-31T00:00:00.000,SUZI,4D,,LBL,AD51498,IL,10300 S. Doty,(773) 568-8495,2882492
2019-07-31T00:00:00.000,TOYT,4D,,BLK,AF34176,IL,400 E. Lower Wacker,(312) 744-7550,2882430
2019-07-31T00:00:00.000,TOYT,4D,,BLK,R444880,IL,701 N. Sacramento,(773) 265-7605,6965142
2019-07-31T00:00:00.000,TOYT,4D,,SIL,AN26132,IL,701 N. Sacramento,(773) 265-7605,6965134
2019-07-31T00:00:00.000,TOYT,4D,,WHI,BE72944,IL,701 N. Sacramento,(773) 265-7605,6965151
2019-07-31T00:00:00.000,TOYT,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2882433
2019-07-31T00:00:00.000,VOLK,2D,,GRN,AX35429,IL,10300 S. Doty,(773) 568-8495,2882488
2019-07-31T00:00:00.000,VOLK,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,6965153
2019-07-31T00:00:00.000,ZCZY,OB,,RED,,IL,701 N. Sacramento,(773) 265-7605,6965148
2019-07-31T00:00:00.000,ZCZY,SE,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6965147
2019-07-30T00:00:00.000,ACUR,2D,,WHI,BD23705,IL,10300 S. Doty,(773) 568-8495,2882351
2019-07-30T00:00:00.000,ACUR,4D,,SIL,V313803,IL,701 N. Sacramento,(773) 265-7605,6965066
2019-07-30T00:00:00.000,BMW,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2882390
2019-07-30T00:00:00.000,BUIC,4D,,MAR,AX31494,IL,701 N. Sacramento,(773) 265-7605,6965067
2019-07-30T00:00:00.000,CADI,4D,,TAN,HAX342,IA,10300 S. Doty,(773) 568-8495,2882355
2019-07-30T00:00:00.000,CADI,4D,,RED,BB12432,IL,10300 S. Doty,(773) 568-8495,2882353
2019-07-30T00:00:00.000,CADI,LL,,SIL,707U954,IL,701 N. Sacramento,(773) 265-7605,6965086
2019-07-30T00:00:00.000,CHEV,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2882318
